occurrence_no,record_type,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,environment,tectonic_setting,assembl_comps,pres_mode,preservation_quality,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,taxon_environment,environment_basis,motility,life_habit,diet
980061,occ,117184,Proterosuchus fergusi,species,184525,,Proterosuchus fergusi,,species,184525,Early Triassic,,252.17,247.2,Welman,1998,37673,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,25.299999,-31.733334,"SAM K140, skull and postcranial material","Visgat, Conway, Middelburg",,,ZA,Eastern Cape,,based on nearby landmark,minutes,local area,gp_mid,-12.14,-50.33,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,Ewer,,terrestrial,,actively mobile,,carnivore
980062,occ,117184,Lystrosaurus declivis,species,140319,,Lystrosaurus declivis,,species,140319,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.299999,-31.733334,,"Visgat, Conway, Middelburg",,,ZA,Eastern Cape,,based on nearby landmark,minutes,local area,gp_mid,-12.14,-50.33,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,Ewer,,terrestrial,,actively mobile,,herbivore
980063,occ,117184,Lystrosaurus murrayi,species,122595,,Lystrosaurus murrayi,,species,122139,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.299999,-31.733334,,"Visgat, Conway, Middelburg",,,ZA,Eastern Cape,,based on nearby landmark,minutes,local area,gp_mid,-12.14,-50.33,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,Ewer,,terrestrial,,actively mobile,,herbivore
980064,occ,117185,n. gen. Proterosuchus n. sp. fergusi,species,184525,,Proterosuchus fergusi,,species,184525,Induan,Olenekian,252.17,247.2,Welman,1998,37673,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,25,-31.5,"RC 96, skull (neotype, erected by Ezcurra & Butler 2015)","Ruygte Valley 321, Middelburg",,,ZA,Eastern Cape,,based on nearby landmark,minutes,small collection,gp_mid,-12.08,-49.98,701,Katberg,Beaufort,,bed,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
980069,occ,117187,Chasmatosaurus sp.,genus,38220,subjective synonym of,Proterosuchus,,genus,80904,Induan,Smithian,252.17,247.2,Satsangi,1964,37676,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,5,elements,86.883331,23.65,"GSI 18123, 18124, 18125, three partial mandibles and two partial ilia",Left bank river Damodar,,,IN,West Bengal,,stated in text,minutes,small collection,gp_mid,47.8,-49.06,501,Panchet,,,bed,,,sandstone,"green,white",,,Y,,,terrestrial indet.,,macrofossils,body,medium,,taxonomic,"surface (in situ),field collection",GSI,,,,P. P. Satsangi,1964,terrestrial,,actively mobile,,carnivore
980070,occ,117187,Lystrosaurus sp.,genus,39049,,Lystrosaurus,,genus,39049,Induan,Smithian,252.17,247.2,Satsangi,1964,37676,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,86.883331,23.65,,Left bank river Damodar,,,IN,West Bengal,,stated in text,minutes,small collection,gp_mid,47.8,-49.06,501,Panchet,,,bed,,,sandstone,"green,white",,,Y,,,terrestrial indet.,,macrofossils,body,medium,,taxonomic,"surface (in situ),field collection",GSI,,,,P. P. Satsangi,1964,terrestrial,,actively mobile,,herbivore
980071,occ,117187,Temnospondyli indet.,unranked clade,36320,,Temnospondyli,,unranked clade,36320,Induan,Smithian,252.17,247.2,Satsangi,1964,37676,Chordata,Osteichthyes,Temnospondyli,,,,,86.883331,23.65,,Left bank river Damodar,,,IN,West Bengal,,stated in text,minutes,small collection,gp_mid,47.8,-49.06,501,Panchet,,,bed,,,sandstone,"green,white",,,Y,,,terrestrial indet.,,macrofossils,body,medium,,taxonomic,"surface (in situ),field collection",GSI,,,,P. P. Satsangi,1964,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
980072,occ,117188,n. gen. Gonioglyptus n. sp. longirostris,species,200292,nomen dubium,Lonchorhynchinae,,subfamily,165272,Induan,Smithian,252.17,247.2,Huxley,1865,37678,Chordata,Osteichthyes,Temnospondyli,Trematosauridae,,3,specimens,86.887497,23.647223,"GSI 2135, partial skull (holotype). GSI 2136, fragmentary jaw ramus. GSI 17873, mandible",Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
980073,occ,117188,n. gen. Pachygonia n. sp. incurvata,species,57751,nomen dubium,Stereospondyli,,unranked clade,130884,Induan,Smithian,252.17,247.2,Huxley,1865,37678,Chordata,Osteichthyes,Temnospondyli,,,1,specimens,86.887497,23.647223,"GSI 2257, mandible",Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
980074,occ,117188,n. gen. Glyptognathus n. sp. fragilis,species,330726,nomen dubium,Lonchorhynchinae,,subfamily,165272,Induan,Smithian,252.17,247.2,Huxley,1865,37678,Chordata,Osteichthyes,Temnospondyli,Trematosauridae,,1,specimens,86.887497,23.647223,GSI 4290,Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
980075,occ,117188,Dicynodon n. sp. orientalis,species,200293,subjective synonym of,Lystrosaurus murrayi,,species,122139,Induan,Smithian,252.17,247.2,Huxley,1865,37678,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,86.887497,23.647223,"Maxilla, mandible, partial skull roof, teeth, postcranial remains",Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,terrestrial,,actively mobile,,herbivore
980076,occ,117188,n. gen. Ankistrodon n. sp. indicus,species,77273,nomen dubium,Crocopoda,,unranked clade,347446,Induan,Smithian,252.17,247.2,Huxley,1865,37678,Chordata,Reptilia,,,,,,86.887497,23.647223,"Partial mandible, vertebrae originally referred to Dicynodon",Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,terrestrial,,actively mobile,,
981513,occ,117522,Dicynodontoidea indet.,unranked clade,201365,,Dicynodontoidea,,unranked clade,201365,Lopingian,Induan,259.9,251.2,Rozefelds et al.,2011,37806,Chordata,Osteichthyes,Dicynodontia,,,2,elements,147.808334,-43.055557,"TMAG Z3714, maxillary fragment; TMAG Z3715, probable radius",Koonya,,,AU,Tasmania,,based on nearby landmark,seconds,small collection,gp_mid,70.68,-85.48,801,,Upper Parmeener,,group of beds,,Quartz sandstones overlain by green siltstones; temnospondyl remains are from siltstones and dicynodont remains from the sandstone,sandstone,quartzose,,,Y,siltstone,green,fluvial-lacustrine indet.,,macrofossils,body,good,,taxonomic,"surface (in situ),field collection",,,,,,,terrestrial,,actively mobile,,herbivore
981515,occ,117523,Capitosauroidea indet.,unranked clade,37085,,Capitosauroidea,,unranked clade,37085,Spathian,,251.3,247.2,Nakajima and Schoch,2011,37807,Chordata,Osteichthyes,Temnospondyli,,,1,elements,141.5,38.766666,"UMUT-MV-30910, partial right mandibular ramus",Karashima island,,,JP,Miyagi,,based on nearby landmark,minutes,small collection,gp_mid,138.77,4.87,610,Hiraiso,Inai,,bed,,,sandstone,,,conglomeratic,Y,,,marine indet.,,macrofossils,body,medium,,taxonomic,"surface (in situ),field collection",,,,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
981517,occ,117524,Chasmatosaurus yuani,species,173991,,Chasmatosaurus yuani,,species,173991,Induan,,252.17,251.2,Young,1963,37811,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,88.883331,44.083332,"IVPP V.2719, partial skeleton","Hungshanting, Hotung, Jimsar area",,Jimusar,CN,Xinjiang,,based on nearby landmark,minutes,small collection,gp_mid,93.78,46.26,407,Jiucaiyuan,Cangfanggou,,bed,,,not reported,,,,,,,fluvial-lacustrine indet.,,macrofossils,body,good,,taxonomic,field collection,IVPP,,,,,,terrestrial,,actively mobile,,carnivore
984553,occ,38528,Batrachosuchoides sp.,genus,202555,,Batrachosuchoides,,genus,202555,Olenekian,,251.2,247.2,Shishkin and Sulej,2009,38008,Chordata,Osteichthyes,Temnospondyli,Tupilakosauridae,Batrachosuchoides,8,elements,19.633333,50.133331,"A series of incomplete isolated bones, collection ZPAL AbIV: postparietal 101; ectoptery goids 36, 53; exoccipitals 48, 120, 152; surangular 69; clavicle 61",Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
984554,occ,38528,Procolophonidae unnamed genus 1 informal,species,37522,species not entered,Procolophonidae,,family,37522,Olenekian,,251.2,247.2,BorsukBiaynicka and Lubka,2009,38010,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,,,,19.633333,50.133331,"Maxillae ZPAL RV/734; ZPAL RV/739; dentary: ZPAL RV/733; vertebrae type B2 (Lubka 1999): ZPAL RV/840–842, 849, 851–853, 860, and numerous unnumbered specimens.",Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,terrestrial,,actively mobile,,
984555,occ,38528,Procolophonidae unnamed genus 2 informal,species,37522,species not entered,Procolophonidae,,family,37522,Olenekian,,251.2,247.2,BorsukBiaynicka and Lubka,2009,38010,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,,,,19.633333,50.133331,"Dentary fragment ZPAL RV/507; Vertebrae type B3 (Lubka 1999): ZPAL RV/767–772; ZPAL RV/846–870, and several unnumbered vertebrae",Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,terrestrial,,actively mobile,,
984556,occ,38528,Procolophonidae unnamed genus 3 informal,species,37522,species not entered,Procolophonidae,,family,37522,Olenekian,,251.2,247.2,BorsukBiaynicka and Lubka,2009,38010,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,,1,elements,19.633333,50.133331,"ZPAL RV/716, dentary",Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,terrestrial,,actively mobile,,
984557,occ,38528,n. gen. Collilongus n. sp. rarus,species,202564,,Collilongus rarus,,species,202564,Olenekian,,251.2,247.2,BorsukBiaynicka and Sennikov,2009,38014,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Collilongus,20,elements,19.633333,50.133331,"Four cervicals: ZPAL RV/579, 580, 581, 596; ?four dorsals: ZPAL RV/584, 585, 588, 694; one sacral ZPAL RV/1369; and twelve caudals: ZPAL RV/583, 594, 661, 662, 663, 1362, 1363, 1364, 1365, 1366, 1367, 1368",Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,terrestrial,,actively mobile,,
984558,occ,38528,Archosauriformes indet.,unranked clade,57091,,Archosauriformes,,unranked clade,57091,Olenekian,,251.2,247.2,BorsukBiaynicka and Sennikov,2009,38014,Chordata,Reptilia,,,,,,19.633333,50.133331,,Czatkowice 1 quarry,,,PL,Malopolskie,Krakowski,based on nearby landmark,minutes,outcrop,gp_mid,36.5,29.56,305,,,,bed,,"""fine grained sandy yellow limestone with some calcite cement [with] bones, occasional clasts, and concretions. A few samples show evidence of sedimentary bedding and parallel orientation of the bones, but this is not generally the case.""\r\n bone breccia within a Carboniferous limestone","""limestone""","fine,yellow",,sandy,Y,"""limestone""",,fissure fill,,"macrofossils,mesofossils",body,excellent,"completely disassociated, often broken, well preserved, little abrasion or polishing; gentle transport over limited distance, but some reworking as well. Some size sorting (all elements < 1 m). Some parallel bones, but this is uncommon.",general faunal/floral,"selective quarrying,chemical,mechanical,field collection",,,,,,1978,terrestrial,,actively mobile,,
984559,occ,118063,Parotosuchus n. sp. ptaszynskii,species,202565,,Parotosuchus ptaszynskii,,species,202565,Spathian,,251.3,247.2,Sulej and Niedwiedzki,2011,38015,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Parotosuchus,2,specimens,21.195227,50.959061,"MPT.P 271, skull fragment. MPT.P 272, partial mandible",Wióry tracksite,,Wiory,PL,Swietoryzskie,Ostrowiec,estimated from map,6,outcrop,gp_mid,37.33,30.64,302,Wióry,,,group of beds,,"""the lower 20 m of the exposed section are comprised of red sandstones and reddish-brown siltstones...Sandstone facies dominate the lower part of the section, within the Wióry Formation, comprising both fine- to medium-grained sandstones, as well as coarse-grained to conglomeratic sandstones. Bioturbation occurs rarely in the form of vertical burrows, whereas paleosols are absent.""",sandstone,"fine,medium,red",,,Y,siltstone,"brown,red","""channel""",,"macrofossils,mesofossils,microfossils","body,mold/impression,trace",good,,taxonomic,"bulk,surface (float),surface (in situ),field collection,survey of museum collection",,"some macrofossils,ichnofossils",,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
985110,occ,118143,Capitosauria indet.,unranked clade,150344,,Capitosauria,,unranked clade,150344,Smithian,,251.3,247.2,Schoch,2011,38050,Chordata,Osteichthyes,Temnospondyli,,,1,specimens,8.516667,48.666668,"SMNS 91340, a natural mould of the anterior palate, preserving the teeth, right choana, and anterior palatal vacuity",Roadcut between Aichelberg and Castle Fautsburg,,,DE,Baden-Württemberg,Calw,estimated from map,minutes,small collection,gp_mid,28.95,26.41,305,Volpriehausen,Middle Buntsandstein,,bed,,,not reported,,,,,,,terrestrial indet.,,macrofossils,mold/impression,,,taxonomic,survey of museum collection,SMNS,,,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
985111,occ,118144,Labyrinthodon n. sp. fuerstenberganus,species,202713,recombined as,Meyerosuchus fuerstenbergianus,,species,202713,Spathian,,251.3,247.2,Meyer,1855,69393,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Meyerosuchus,1,specimens,8.416667,48.450001,"FSD-1 (cast: SMNS 469), a natural mould of the anterior palate",Herzogenweiler,,,DE,Baden-Württemberg,Freudenstadt,based on nearby landmark,minutes,small collection,gp_mid,28.93,26.18,305,Hardegsen,Middle Buntsandstein,Kristallsandstein,bed,,,sandstone,,,,Y,,,terrestrial indet.,,macrofossils,mold/impression,,,taxonomic,survey of museum collection,SMNS,,,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
